id,target,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
103245,0,Male,Loyal Customer,18,Business travel,Business,4840,4,5,5,5,4,4,4,4,1,4,3,1,4,4,1,0.0
103306,1,Male,Loyal Customer,54,Business travel,Eco,3940,4,3,3,3,4,4,4,4,2,4,5,1,1,4,0,0.0
103315,0,Female,Loyal Customer,54,Business travel,Eco,120,4,3,4,4,3,3,3,4,4,4,4,1,4,1,0,0.0
103342,0,Male,Loyal Customer,22,Business travel,Business,3466,4,2,2,2,4,4,4,4,3,3,4,4,3,4,0,7.0
103465,1,Female,Loyal Customer,23,Business travel,Business,1733,1,1,1,1,4,4,4,4,4,5,4,3,4,4,0,0.0
103542,1,Male,Loyal Customer,53,Business travel,Business,1795,4,4,4,4,2,4,4,4,4,4,4,4,4,5,0,0.0
103647,1,Male,Loyal Customer,25,Business travel,Business,3680,1,1,1,1,4,4,4,4,3,1,5,2,2,4,2,13.0
103720,1,Male,Loyal Customer,40,Business travel,Business,1018,4,4,4,4,5,5,5,4,4,4,4,4,4,3,5,0.0
103759,1,Male,Loyal Customer,42,Business travel,Business,3354,3,3,2,3,2,5,5,4,4,4,4,4,4,4,11,19.0
103782,1,Female,Loyal Customer,45,Business travel,Business,969,5,5,5,5,5,5,5,4,4,4,4,4,4,3,0,0.0
103827,1,Male,Loyal Customer,50,Business travel,Eco Plus,1848,4,4,4,4,4,4,4,4,4,1,4,4,3,4,0,0.0
103870,1,Male,Loyal Customer,43,Business travel,Business,3372,1,3,1,1,3,5,4,4,4,4,4,4,4,3,7,22.0
103934,1,Male,Loyal Customer,51,Business travel,Business,925,4,4,4,4,3,4,4,4,4,4,4,5,4,4,0,0.0
103949,1,Male,Loyal Customer,49,Business travel,Eco,2036,4,1,1,1,4,4,4,4,5,3,4,4,1,4,0,0.0
103954,1,Female,Loyal Customer,49,Business travel,Eco,550,4,5,5,5,3,1,2,4,4,4,4,5,4,1,45,40.0
104040,1,Female,Loyal Customer,54,Business travel,Business,2406,5,5,5,5,5,4,5,4,4,4,4,3,4,5,43,25.0
104218,0,Female,Loyal Customer,48,Business travel,Eco,746,4,5,5,5,2,3,4,4,4,4,4,2,4,2,0,0.0
104234,1,Male,Loyal Customer,47,Business travel,Eco Plus,1379,4,4,4,4,4,4,4,4,5,3,4,4,4,4,20,8.0
104256,0,Female,Loyal Customer,8,Business travel,Business,2204,4,2,2,2,4,4,4,4,3,2,3,4,4,4,13,3.0
104289,1,Female,Loyal Customer,49,Business travel,Business,3109,4,4,2,4,4,4,4,4,3,4,5,4,4,4,180,221.0
104369,1,Female,Loyal Customer,48,Business travel,Business,757,5,5,5,5,5,5,5,4,4,4,4,5,4,3,54,36.0
104370,1,Male,Loyal Customer,47,Business travel,Business,2209,4,4,4,4,3,4,5,4,4,4,4,3,4,3,0,0.0
104389,1,Female,Loyal Customer,46,Business travel,Eco Plus,580,4,3,3,3,3,5,5,4,4,4,4,4,4,5,3,0.0
104464,1,Female,Loyal Customer,34,Business travel,Business,2782,2,2,5,2,5,4,4,4,4,4,4,3,4,5,0,0.0
104585,1,Female,Loyal Customer,52,Business travel,Business,1712,3,3,3,3,2,5,5,4,4,4,4,4,4,4,16,12.0
104588,0,Female,Loyal Customer,25,Business travel,Business,2924,4,1,1,1,4,4,4,4,3,1,4,4,3,4,0,0.0
104642,1,Female,Loyal Customer,36,Business travel,Business,694,3,3,3,3,4,5,5,4,4,4,4,3,4,3,0,0.0
104680,1,Male,Loyal Customer,48,Business travel,Business,3642,1,1,1,1,5,2,1,4,4,4,4,2,4,4,0,12.0
104702,1,Male,Loyal Customer,44,Business travel,Eco,1469,4,2,2,2,4,4,4,4,5,3,5,1,5,4,7,8.0
104748,1,Female,Loyal Customer,58,Business travel,Business,678,3,3,3,3,2,4,5,4,4,4,4,3,4,4,77,57.0
104859,1,Female,Loyal Customer,51,Business travel,Business,2846,3,3,3,3,2,5,4,4,4,4,4,3,4,4,0,0.0
104862,1,Female,Loyal Customer,49,Business travel,Business,3305,4,4,3,4,3,5,5,4,4,4,4,3,4,3,0,0.0
104877,1,Male,Loyal Customer,57,Business travel,Business,3225,5,1,5,5,4,5,4,4,4,4,4,3,4,4,2,4.0
104899,1,Female,Loyal Customer,52,Business travel,Business,3657,4,4,4,4,3,4,5,4,4,4,4,3,4,3,8,41.0
104970,1,Female,Loyal Customer,46,Business travel,Business,624,4,2,4,4,2,5,5,4,4,4,4,5,4,5,0,0.0
104973,0,Female,Loyal Customer,43,Business travel,Eco,440,4,4,4,4,3,3,3,4,4,4,4,1,4,3,0,15.0
105002,1,Male,Loyal Customer,42,Business travel,Eco,1132,4,3,3,3,4,4,4,4,4,2,1,5,4,4,0,0.0
105007,1,Male,Loyal Customer,42,Business travel,Eco,1363,4,2,2,2,4,4,4,4,5,2,3,5,4,4,0,0.0
105056,1,Female,Loyal Customer,44,Business travel,Business,2277,1,1,1,1,2,4,4,4,4,4,4,3,4,4,0,0.0
105072,1,Female,Loyal Customer,40,Business travel,Business,2689,1,1,1,1,2,1,1,4,4,4,4,3,4,5,0,0.0
105082,1,Male,Loyal Customer,49,Business travel,Business,551,1,1,1,1,5,4,5,4,4,4,4,5,4,3,2,0.0
105136,1,Female,Loyal Customer,42,Business travel,Eco,1147,4,4,4,4,3,2,1,4,4,4,4,4,4,1,24,21.0
105153,0,Male,Loyal Customer,41,Business travel,Eco,1855,4,1,1,1,4,4,4,4,1,2,3,4,3,4,78,66.0
105181,1,Male,Loyal Customer,59,Business travel,Business,1903,4,4,2,4,4,5,5,4,4,4,4,4,4,3,87,69.0
105222,1,Female,Loyal Customer,52,Business travel,Business,1762,4,4,4,4,4,4,5,4,4,4,4,4,4,4,17,15.0
105250,1,Female,Loyal Customer,43,Business travel,Business,558,5,5,5,5,4,5,4,4,4,4,4,4,4,5,7,7.0
105333,0,Female,Loyal Customer,40,Business travel,Eco,2134,4,2,3,3,4,4,4,4,1,2,3,1,3,4,23,6.0
105337,1,Female,Loyal Customer,40,Business travel,Eco,2449,4,4,4,4,4,4,4,4,2,1,3,2,3,4,0,0.0
105461,1,Male,Loyal Customer,38,Business travel,Business,3913,1,1,1,1,2,1,4,4,4,4,4,1,4,1,0,0.0
105483,1,Female,Loyal Customer,24,Business travel,Business,1139,4,4,4,4,4,4,4,4,3,5,4,5,5,4,0,1.0
105594,1,Male,Loyal Customer,55,Business travel,Business,3782,2,2,2,2,3,5,4,4,4,4,4,4,4,4,13,3.0
105624,1,Female,Loyal Customer,62,Business travel,Business,3257,2,2,2,2,5,4,4,4,4,4,4,4,4,5,19,16.0
105638,1,Male,Loyal Customer,50,Business travel,Business,3635,3,3,3,3,5,5,5,4,4,4,4,5,4,5,23,26.0
105704,0,Male,Loyal Customer,30,Business travel,Business,2252,4,5,5,5,4,4,4,4,2,3,3,3,4,4,40,39.0
105734,1,Female,Loyal Customer,51,Business travel,Business,2684,2,2,2,2,2,5,5,4,4,4,4,4,4,4,8,0.0
105743,0,Male,Loyal Customer,38,Business travel,Eco,3713,4,4,4,4,4,4,4,4,3,1,4,1,4,4,30,9.0
105794,1,Female,Loyal Customer,51,Business travel,Business,2547,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0.0
105797,1,Female,Loyal Customer,48,Business travel,Business,3144,4,4,4,4,4,4,5,4,4,4,4,5,4,4,14,15.0
105852,1,Female,Loyal Customer,45,Business travel,Business,2714,3,3,3,3,4,5,1,4,4,4,4,2,4,3,9,0.0
105892,0,Male,Loyal Customer,37,Business travel,Eco Plus,1613,4,5,5,5,4,4,4,4,3,1,3,4,4,4,31,47.0
105903,1,Female,Loyal Customer,41,Business travel,Business,4015,5,5,5,5,5,4,5,4,4,4,4,4,4,5,0,0.0
105973,0,Male,Loyal Customer,53,Business travel,Business,3236,4,5,5,5,2,3,3,4,4,4,4,3,4,3,14,39.0
106255,1,Male,Loyal Customer,35,Business travel,Business,379,4,4,5,4,3,4,4,4,4,4,4,3,4,3,67,63.0
106377,0,Female,Loyal Customer,54,Business travel,Business,361,4,1,1,1,3,3,3,4,4,4,4,3,4,1,2,0.0
106382,1,Male,Loyal Customer,37,Business travel,Business,3241,5,5,5,5,2,5,4,4,4,4,4,5,4,4,0,0.0
106391,1,Female,Loyal Customer,30,Business travel,Business,3866,1,1,1,1,4,4,4,4,3,5,5,4,5,4,18,17.0
106443,1,Male,Loyal Customer,31,Business travel,Eco Plus,1260,4,4,4,4,4,4,4,4,1,2,2,4,2,4,17,3.0
106555,1,Male,Loyal Customer,37,Business travel,Business,1986,3,3,3,3,5,3,3,4,4,4,4,2,4,1,0,0.0
106642,0,Female,Loyal Customer,65,Business travel,Business,241,4,2,2,2,5,3,4,4,4,4,4,3,4,4,0,0.0
106703,1,Female,Loyal Customer,31,Business travel,Business,4635,2,3,2,2,4,4,4,4,5,4,4,4,5,4,0,0.0
106718,1,Female,Loyal Customer,27,Business travel,Eco,1800,4,5,4,5,4,4,4,4,5,5,5,4,5,4,0,0.0
106765,1,Male,Loyal Customer,49,Business travel,Business,1975,4,4,4,4,5,5,4,4,4,4,4,4,4,5,9,0.0
106770,0,Male,Loyal Customer,26,Business travel,Eco,2859,4,4,4,4,4,4,4,4,1,5,3,4,3,4,0,0.0
106773,1,Female,Loyal Customer,52,Business travel,Business,3307,5,5,5,5,4,4,5,4,4,4,4,5,4,4,5,0.0
106848,1,Female,Loyal Customer,54,Business travel,Business,3210,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,4.0
106854,1,Male,Loyal Customer,55,Business travel,Business,222,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0.0
106884,1,Female,Loyal Customer,37,Business travel,Business,3674,5,5,5,5,5,5,5,4,4,4,4,3,4,3,0,0.0
106890,1,Male,Loyal Customer,46,Business travel,Business,3959,2,2,2,2,5,5,4,4,4,4,4,4,4,3,0,0.0
106893,1,Male,Loyal Customer,49,Business travel,Business,87,1,1,1,1,5,5,5,4,4,4,4,5,4,4,29,13.0
107094,1,Female,Loyal Customer,47,Business travel,Business,2083,1,1,1,1,3,5,4,4,4,4,4,5,4,4,0,0.0
107100,1,Female,Loyal Customer,46,Business travel,Business,2035,3,3,3,3,3,4,5,4,4,4,4,5,4,3,0,0.0
107128,1,Female,Loyal Customer,60,Business travel,Business,1801,2,2,2,2,4,3,5,4,4,4,4,5,4,5,0,0.0
107201,1,Male,Loyal Customer,16,Business travel,Business,3435,4,4,4,4,4,4,4,4,5,4,4,4,4,4,0,0.0
107331,1,Female,Loyal Customer,54,Business travel,Eco,290,4,5,5,5,3,3,5,4,4,4,4,5,4,4,0,0.0
107337,1,Female,Loyal Customer,41,Business travel,Business,2214,3,3,3,3,5,5,4,4,4,4,4,5,4,3,0,0.0
107355,1,Female,Loyal Customer,22,Business travel,Business,2020,3,3,5,3,4,4,4,4,4,4,5,3,4,4,0,0.0
107368,1,Female,Loyal Customer,49,Business travel,Business,1127,3,3,3,3,2,4,4,4,4,4,4,5,4,4,40,43.0
107419,1,Male,Loyal Customer,52,Business travel,Eco Plus,3740,4,3,3,3,4,4,4,4,5,4,5,4,4,4,24,2.0
107430,1,Female,Loyal Customer,46,Business travel,Business,3555,2,2,1,2,2,5,4,4,4,4,4,4,4,3,0,3.0
107511,1,Male,Loyal Customer,30,Business travel,Business,5284,4,4,4,4,4,4,4,4,1,1,1,1,5,4,78,48.0
107563,1,Female,Loyal Customer,47,Business travel,Business,910,1,1,1,1,2,4,5,4,4,4,4,3,4,3,0,0.0
107606,1,Female,Loyal Customer,21,Business travel,Business,3361,5,5,5,5,4,4,4,4,4,2,5,4,5,4,0,0.0
107626,1,Female,Loyal Customer,51,Business travel,Business,1539,4,4,4,4,2,4,4,4,4,4,4,4,4,5,0,0.0
107657,1,Female,Loyal Customer,23,Business travel,Business,3138,4,4,4,4,4,4,4,4,1,3,3,2,4,4,3,0.0
107681,1,Female,Loyal Customer,50,Business travel,Business,2309,1,1,3,1,4,5,5,4,4,4,4,4,4,4,0,0.0
107746,1,Male,Loyal Customer,40,Business travel,Business,783,1,1,1,1,4,4,4,4,4,4,4,3,4,3,0,0.0
107747,1,Female,Loyal Customer,30,Business travel,Business,3081,1,1,1,1,4,4,4,4,3,3,3,1,4,4,121,103.0
107784,1,Male,Loyal Customer,46,Business travel,Business,733,3,1,3,3,4,4,4,4,4,4,4,3,4,4,5,3.0
107859,1,Male,Loyal Customer,55,Business travel,Business,3738,3,1,3,3,2,5,5,4,4,4,4,4,4,4,0,0.0
107900,1,Female,Loyal Customer,53,Business travel,Business,682,3,3,3,3,4,5,4,4,4,4,4,3,4,5,4,13.0
107904,1,Female,Loyal Customer,56,Business travel,Business,1782,4,4,4,4,4,5,5,4,4,4,4,5,4,4,11,10.0
107969,1,Female,Loyal Customer,49,Business travel,Business,2806,4,4,4,4,3,5,5,4,4,4,4,5,4,5,13,23.0
108013,1,Male,Loyal Customer,27,Business travel,Business,4471,2,2,5,2,4,4,4,4,4,3,2,4,2,4,0,0.0
108124,1,Female,Loyal Customer,40,Business travel,Eco,1900,4,5,5,5,4,4,4,4,2,1,2,3,4,4,1,0.0
108199,1,Male,Loyal Customer,38,Business travel,Business,2429,5,5,5,5,1,5,2,4,4,4,4,4,4,5,0,0.0
108292,1,Female,Loyal Customer,36,Business travel,Business,4034,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0.0
108361,1,Male,Loyal Customer,34,Business travel,Business,1709,4,4,4,4,4,5,5,4,4,4,4,4,4,4,0,0.0
108437,1,Female,Loyal Customer,52,Business travel,Business,2876,4,4,4,4,4,2,4,4,4,4,4,2,4,5,0,0.0
108653,1,Female,Loyal Customer,49,Business travel,Business,2801,5,5,5,5,4,4,4,4,4,4,4,5,4,5,21,15.0
108752,1,Male,Loyal Customer,38,Business travel,Business,232,5,5,5,5,3,4,5,4,4,4,4,4,4,4,29,24.0
108854,1,Female,Loyal Customer,40,Business travel,Business,223,5,5,5,5,3,5,5,5,5,4,4,3,5,4,9,0.0
109078,1,Male,Loyal Customer,37,Business travel,Business,1691,2,2,2,2,3,1,3,4,4,4,5,4,4,2,0,0.0
109147,1,Male,Loyal Customer,34,Business travel,Business,3647,3,3,3,3,4,2,3,4,4,4,5,5,4,4,0,0.0
109159,1,Female,Loyal Customer,32,Business travel,Business,3637,3,3,3,3,4,4,5,4,4,5,4,4,4,4,0,0.0
109174,1,Female,Loyal Customer,58,Business travel,Business,58,1,1,1,1,4,5,5,4,4,4,5,5,4,4,17,17.0
109199,1,Male,Loyal Customer,80,Business travel,Business,107,4,4,4,4,5,1,2,4,4,4,5,3,4,5,0,0.0
109211,1,Male,Loyal Customer,42,Business travel,Business,405,5,5,5,5,5,5,4,4,4,4,5,4,4,5,0,0.0
109253,1,Male,Loyal Customer,41,Business travel,Business,208,4,4,4,4,2,4,4,4,4,4,5,5,4,3,0,0.0
109283,1,Female,Loyal Customer,24,Business travel,Business,5026,3,3,3,3,4,4,5,4,5,3,1,3,1,4,0,0.0
109330,1,Male,Loyal Customer,58,Business travel,Business,1785,2,2,2,2,3,4,1,4,4,4,5,2,4,2,0,0.0
109346,1,Male,Loyal Customer,14,Business travel,Eco,4208,4,3,3,3,4,5,4,3,1,3,2,4,1,4,12,65.0
109364,1,Female,Loyal Customer,26,Business travel,Eco,2057,4,3,3,3,4,4,5,4,4,3,3,4,2,4,0,0.0
109396,1,Male,Loyal Customer,52,Business travel,Business,213,4,4,4,4,4,4,4,4,4,4,5,4,4,3,0,0.0
109440,1,Female,Loyal Customer,46,Business travel,Business,2780,3,3,4,3,5,5,5,4,4,4,5,3,4,3,0,0.0
109463,1,Female,Loyal Customer,54,Business travel,Business,3117,4,4,4,4,3,4,5,4,4,4,5,3,4,3,4,28.0
109499,1,Female,Loyal Customer,34,Business travel,Business,60,4,5,4,4,1,3,4,4,4,4,5,1,4,1,59,58.0
109529,1,Female,Loyal Customer,59,Business travel,Business,2099,2,2,4,2,2,5,5,4,4,4,5,4,4,3,0,0.0
109581,1,Female,Loyal Customer,45,Business travel,Business,2298,2,2,2,2,4,5,4,4,4,4,5,5,4,4,0,0.0
109587,1,Male,Loyal Customer,50,Business travel,Business,233,3,3,3,3,2,4,5,4,4,4,5,5,4,4,47,38.0
109614,1,Female,Loyal Customer,32,Business travel,Business,4356,1,1,1,1,4,4,5,4,5,2,5,5,5,4,0,0.0
109703,1,Female,Loyal Customer,53,Business travel,Business,3318,1,1,1,1,5,5,5,5,5,4,5,3,5,4,1,0.0
109722,1,Female,Loyal Customer,46,Business travel,Business,2840,2,5,2,2,4,5,5,5,5,4,5,4,5,5,0,6.0
109790,1,Male,Loyal Customer,49,Business travel,Business,2625,3,3,4,3,3,5,4,5,5,4,5,5,5,5,50,37.0
109818,1,Male,Loyal Customer,30,Business travel,Business,1421,5,1,5,5,5,4,5,5,3,3,2,4,1,5,0,0.0
109984,1,Female,Loyal Customer,29,Business travel,Business,2483,5,5,5,5,5,4,5,5,5,3,4,4,5,5,0,0.0
109991,1,Female,Loyal Customer,26,Business travel,Business,4442,4,4,4,4,5,4,5,5,4,5,5,4,4,5,0,0.0
110028,1,Male,Loyal Customer,41,Business travel,Business,3128,1,1,1,1,1,4,4,5,5,4,5,1,5,5,0,0.0
110074,1,Male,Loyal Customer,25,Business travel,Business,1337,2,2,2,2,5,4,5,5,2,3,1,3,2,5,16,10.0
110104,1,Female,Loyal Customer,42,Business travel,Eco,870,4,2,2,2,5,1,3,5,5,4,5,1,5,5,0,0.0
110107,1,Male,Loyal Customer,48,Business travel,Business,536,1,1,1,1,2,5,5,5,5,4,5,3,5,3,0,0.0
110140,1,Male,Loyal Customer,38,Business travel,Eco,1276,5,1,1,1,5,4,5,5,1,2,5,2,2,5,0,1.0
110157,1,Male,Loyal Customer,35,Business travel,Eco,2404,5,3,3,3,5,4,5,5,2,1,1,4,2,5,0,0.0
110170,1,Male,Loyal Customer,56,Business travel,Business,336,1,1,1,1,2,5,5,5,5,4,5,3,5,5,0,1.0
110266,1,Female,Loyal Customer,52,Business travel,Business,1560,4,4,4,4,5,5,5,5,5,4,5,3,5,4,3,0.0
110288,1,Female,Loyal Customer,55,Business travel,Eco,222,4,1,1,1,1,3,5,5,5,4,5,2,5,5,0,0.0
110353,1,Female,Loyal Customer,39,Business travel,Business,967,3,3,3,3,3,4,5,5,5,4,5,5,5,5,0,0.0
110355,1,Female,Loyal Customer,57,Business travel,Business,2959,1,1,1,1,3,5,4,5,5,4,5,4,5,4,0,0.0
110385,1,Male,Loyal Customer,34,Business travel,Business,861,3,3,3,3,3,4,4,5,5,4,5,4,5,5,2,0.0
110389,1,Male,Loyal Customer,53,Business travel,Business,824,5,5,5,5,5,5,4,5,5,4,5,4,5,3,0,4.0
110401,1,Female,Loyal Customer,59,Business travel,Business,2251,3,3,3,3,2,4,5,5,5,4,5,4,5,4,5,0.0
110453,1,Male,Loyal Customer,25,Business travel,Business,4097,3,3,3,3,4,5,5,5,1,5,3,5,2,5,178,153.0
110461,1,Male,Loyal Customer,44,Business travel,Eco,1968,4,3,3,3,5,4,5,5,5,4,2,1,3,5,0,19.0
110544,1,Male,Loyal Customer,53,Business travel,Business,435,1,1,1,1,4,4,5,5,5,4,5,5,5,3,0,1.0
110621,1,Female,Loyal Customer,33,Business travel,Business,2420,3,3,3,3,3,3,3,5,5,4,5,5,5,1,0,0.0
110756,1,Male,Loyal Customer,49,Business travel,Eco,2216,4,5,5,5,5,4,5,5,5,5,3,3,3,5,0,3.0
110800,1,Male,Loyal Customer,43,Business travel,Business,609,4,4,4,4,5,5,5,5,5,4,5,5,5,5,93,78.0
110825,1,Female,Loyal Customer,41,Business travel,Business,573,2,2,2,2,5,4,4,5,5,4,5,4,5,5,14,20.0
110827,1,Male,Loyal Customer,31,Business travel,Business,1768,4,4,3,4,5,4,5,5,5,3,4,5,4,5,0,5.0
110830,1,Male,Loyal Customer,51,Business travel,Business,3932,1,1,1,1,4,4,5,5,5,4,5,4,5,5,0,0.0
110840,1,Male,Loyal Customer,41,Business travel,Eco,1723,5,5,5,5,5,4,5,5,3,5,5,3,3,5,0,11.0
110867,1,Female,Loyal Customer,27,Business travel,Business,3256,4,4,4,4,5,4,5,5,3,4,5,4,5,5,0,0.0
110924,0,Female,Loyal Customer,38,Business travel,Business,3990,5,3,3,3,4,3,4,5,5,4,5,2,5,3,3,32.0
110947,1,Female,Loyal Customer,54,Business travel,Business,1576,1,1,1,1,3,4,5,5,5,4,5,3,5,3,6,1.0
110955,1,Female,Loyal Customer,32,Business travel,Business,3187,1,1,1,1,5,4,5,5,2,2,5,5,1,5,0,0.0
110975,1,Female,Loyal Customer,52,Business travel,Business,2696,5,3,5,5,4,1,2,5,5,4,5,5,5,1,0,0.0
110988,1,Male,Loyal Customer,45,Business travel,Business,2183,1,1,1,1,5,4,5,5,5,4,5,3,5,3,0,0.0
111007,1,Male,Loyal Customer,45,Business travel,Business,1275,2,2,2,2,4,5,4,5,5,4,5,5,5,4,4,0.0
111122,1,Male,Loyal Customer,60,Business travel,Business,56,1,1,1,1,1,1,2,5,5,4,5,5,5,5,77,80.0
111201,1,Female,Loyal Customer,28,Business travel,Business,3717,4,4,2,4,3,5,3,3,5,3,4,3,3,3,96,98.0
111232,1,Male,Loyal Customer,39,Business travel,Business,3309,5,5,5,5,5,2,5,4,4,5,3,5,4,4,0,0.0
111235,1,Male,Loyal Customer,69,Business travel,Business,233,4,4,4,4,2,5,1,5,5,5,3,5,5,5,4,0.0
111289,1,Male,Loyal Customer,50,Business travel,Business,3479,5,1,5,5,3,3,1,5,5,5,3,4,5,4,45,59.0
111293,1,Male,Loyal Customer,36,Business travel,Business,242,5,5,5,5,4,1,3,5,5,5,3,2,5,5,0,0.0
111308,1,Male,Loyal Customer,22,Business travel,Eco,1394,5,2,2,2,5,5,3,5,4,3,2,5,5,5,16,28.0
111314,1,Female,Loyal Customer,53,Business travel,Business,90,4,4,4,4,2,3,1,5,5,5,3,5,5,5,0,0.0
111402,1,Male,Loyal Customer,44,Business travel,Business,3078,3,5,3,3,2,4,1,5,5,5,3,2,5,1,5,2.0
111413,1,Female,Loyal Customer,38,Business travel,Business,2546,4,4,4,4,4,1,4,5,5,5,3,2,5,4,0,0.0
111462,1,Female,Loyal Customer,23,Business travel,Eco,2101,5,1,1,1,5,5,3,5,1,5,1,1,5,5,0,0.0
111484,1,Male,Loyal Customer,33,Business travel,Business,3316,4,4,4,4,5,4,4,4,4,3,4,4,5,4,0,0.0
111507,1,Male,Loyal Customer,48,Business travel,Business,1764,3,3,3,3,2,3,5,4,4,5,4,4,4,5,0,1.0
111564,1,Female,Loyal Customer,41,Business travel,Business,1082,3,5,3,3,2,4,5,4,4,5,4,3,4,4,0,0.0
111668,1,Male,Loyal Customer,41,Business travel,Business,553,2,2,2,2,3,4,4,4,4,5,4,3,4,3,53,59.0
111773,1,Female,Loyal Customer,50,Business travel,Business,2439,3,3,3,3,3,4,5,4,4,5,4,3,4,3,2,0.0
111776,1,Female,Loyal Customer,52,Business travel,Business,2425,5,5,5,5,5,4,4,4,5,5,4,4,5,4,25,29.0
111787,1,Male,Loyal Customer,33,Business travel,Business,3017,3,3,3,3,4,5,4,4,5,5,3,5,4,4,0,0.0
111810,1,Male,Loyal Customer,39,Business travel,Business,1619,1,1,1,1,5,5,5,4,4,5,4,3,4,5,1,0.0
111828,1,Male,Loyal Customer,60,Business travel,Business,1411,5,5,5,5,2,5,4,4,4,5,4,4,4,4,35,28.0
111833,1,Male,Loyal Customer,55,Business travel,Eco Plus,1984,5,4,4,4,4,5,4,4,2,5,5,1,4,4,0,0.0
111946,1,Female,Loyal Customer,41,Business travel,Business,2209,3,3,3,3,2,5,5,4,4,5,4,4,4,5,0,0.0
111968,1,Male,Loyal Customer,42,Business travel,Eco,1476,5,4,4,4,4,5,4,4,5,5,1,5,5,4,35,45.0
111975,1,Male,Loyal Customer,44,Business travel,Business,2665,1,1,1,1,2,5,1,4,4,5,4,2,4,2,3,0.0
111997,1,Male,Loyal Customer,32,Business travel,Business,3831,2,2,2,2,4,5,4,4,4,3,5,5,5,4,50,51.0
112017,1,Female,Loyal Customer,46,Business travel,Business,428,3,3,3,3,1,2,5,4,4,5,4,3,4,2,0,2.0
112063,1,Female,Loyal Customer,60,Business travel,Business,1897,2,2,2,2,2,4,5,4,4,5,4,3,4,4,0,3.0
112092,1,Male,Loyal Customer,32,Business travel,Business,3624,4,4,4,4,4,5,4,4,4,3,4,4,5,4,9,5.0
112153,1,Male,Loyal Customer,49,Business travel,Business,1526,3,3,3,3,3,4,4,4,4,5,4,3,4,4,35,35.0
112207,1,Male,Loyal Customer,53,Business travel,Eco,1899,5,3,3,3,4,5,4,4,1,1,3,1,3,4,1,8.0
112277,1,Female,Loyal Customer,36,Business travel,Business,887,4,4,4,4,5,5,3,4,4,5,4,1,4,4,0,0.0
112380,1,Female,Loyal Customer,54,Business travel,Business,623,2,4,2,2,5,5,4,4,4,5,4,4,4,5,6,50.0
112400,1,Male,Loyal Customer,25,Business travel,Business,4324,3,3,5,3,4,5,4,4,1,3,1,2,2,4,5,14.0
112440,1,Male,Loyal Customer,45,Business travel,Business,418,2,2,3,2,3,5,5,4,4,5,4,3,4,5,5,0.0
112494,1,Male,Loyal Customer,46,Business travel,Business,2621,5,5,5,5,5,5,5,4,4,5,4,3,4,5,0,0.0
112618,1,Male,Loyal Customer,32,Business travel,Business,3924,3,3,5,3,4,5,4,4,5,4,5,4,5,4,0,0.0
112668,1,Female,Loyal Customer,49,Business travel,Eco Plus,624,5,2,5,2,5,3,1,4,4,5,4,3,4,3,0,0.0
112683,1,Female,Loyal Customer,47,Business travel,Eco,631,5,5,5,5,3,4,2,4,4,5,4,4,4,2,0,0.0
112739,1,Female,Loyal Customer,31,Business travel,Business,3252,4,4,5,4,4,5,4,4,2,4,5,2,1,4,4,0.0
112741,1,Male,Loyal Customer,59,Business travel,Business,2441,2,2,2,2,3,4,4,4,4,5,4,5,4,5,0,0.0
112855,1,Female,Loyal Customer,51,Business travel,Business,1698,2,2,5,2,2,5,5,4,4,5,4,3,4,3,19,20.0
112904,1,Male,Loyal Customer,45,Business travel,Business,3994,4,4,4,4,2,4,4,4,4,5,4,3,4,4,0,0.0
112960,1,Female,Loyal Customer,46,Business travel,Business,3403,3,3,3,3,5,4,4,4,4,5,4,5,4,4,0,0.0
113081,1,Female,Loyal Customer,54,Business travel,Business,220,5,5,4,5,2,5,4,5,5,5,4,4,5,4,0,0.0
113130,1,Female,Loyal Customer,59,Business travel,Business,2976,1,1,1,1,4,2,1,5,5,5,4,5,5,5,0,0.0
113138,1,Female,Loyal Customer,52,Business travel,Business,89,1,1,1,1,4,5,4,5,5,5,4,3,5,5,0,0.0
113149,1,Female,Loyal Customer,72,Business travel,Business,76,5,5,5,5,3,4,4,5,5,5,4,4,5,3,0,0.0
113257,1,Female,Loyal Customer,23,Business travel,Eco,1111,5,1,1,1,5,5,4,5,4,5,3,4,4,5,0,0.0
113424,1,Female,Loyal Customer,34,Business travel,Business,84,4,4,4,4,3,5,4,5,5,5,4,4,5,4,6,0.0
113453,1,Male,Loyal Customer,56,Business travel,Business,120,4,4,4,4,4,5,5,5,5,5,4,4,5,4,0,17.0
113460,1,Male,Loyal Customer,45,Business travel,Business,3016,1,1,1,1,2,4,4,5,5,5,4,5,5,3,0,0.0
113464,1,Female,Loyal Customer,13,Business travel,Eco,3932,5,5,5,5,5,5,4,5,5,1,5,4,2,5,0,0.0
